,Fecha,Titulo,Desripcion,Empresa
5096,14 marzo,Empleo de Practicante de Mantenimiento ,"Empresa de alimentos requiere para su área de mantenimiento, aprendiz en su etapa práctica, en la formación Tecnología..",
5097,14 marzo,Empleo de Ejecutivo comercial Rionegro ,"Casa Británica Rionegro requiere persona profesional en administración de empresas, Mercadeo o áreas afines con..", CASA BRITANICA S . A .
5098,14 marzo,Empleo de In house - Transporte de carga terrestre.,"Requerimos In house para manejo operativo y comercial de cliente en Medellín, experiencia mínima de 3 años..",
5099,14 marzo,Empleo de Supervisor punto de venta - Administrador Sector Ferretero ,"CASA FERRETERA S.A. empresa comercializadora de productos de ferretería liviana, requiere para su equipo de trabajo..", Casa Ferretera S.A
5100,14 marzo,Empleo de Auxiliar administrativo/a - empresa metalmecánica,"1.Atender al público y responder llamadas telefónicas. 2.Caja menor 3.Elabora, digitaliza, contabiliza los..",
5101,14 marzo,Empleo de Fluent English Content Marketing Writer (in house) for marketing company -  in Medellin.,Dynamic marketing company based in Medellin is looking for an enthusiastic native English content writer for internet..,
5102,14 marzo,Empleo de Ejecutivo de Cuenta,"Importante IPS especializada en Salud Ocupacional y Medicina del Trabajo, requiere Ejecutivo de cuenta, con formación..", Clinica Omnisalud
5103,14 marzo,Empleo de Cocinera,"Empresa del sector textil, requiere cocinera para su servicio de alimentación con experiencia mínima de 2 años en..", CONFECCIONES MILLAR 
5104,14 marzo,Empleo de Asistente comercial y Administrativa - Nivel de Ingles intermedio (Fluido),Importante empresa del sector turístico requiere para su equipo de trabajo Asistente comercial y Administrativa con..,
5105,14 marzo,Empleo de Director de Inclusión Financiera Yolombo Antioquia - Antioquia,Fundación delamujer Organización con gran trayectoria en el sector de las microfinanzas en donde su prioridad es.., FUNDACION DE LA MUJER
5106,14 marzo,Empleo de Director/a Comercial,Somos una compañia con 60 años de experiencia en el sector de propiedad raiz y estamos buscando para nuestro equipo de.., Alberto Alvarez S S.A
5107,14 marzo,Empleo de Analista de nomina,Se requiere profesional en carreras administrativas para desempeñarse como analista de nómina debe tener experiencia..,
5108,14 marzo,Empleo de asesor inmobiliario ,"Busco persona con excelente servicio al cliente, honesto, paciente con los clientes y compañeros de trabajo,..",
5109,14 marzo,Empleo de Auxiliar comercio exterior - Comercio exterior,"Técnico o tecnólogo en comercio exterior o carreras afines, con experiencia de mínimo 2 añosen elaboración de..",
5110,14 marzo,Empleo de Tecnologo en sistemas telecomunicaciones o afines con dos años de experiencia - después del titulo en soporte técnico horario 7/24,"Descripción del Conocimiento Especifico	 sistemas operativos Windows Server 2008, 2012 y 2016.	 Bases de Datos	..",
5111,14 marzo,Empleo de teconologo en seguridad y salud en el trabajo,empresa aires acondicionado ubicada en la ciudad de medellin requiere personal teconologo en seguridad y salud en el.., AIRES Y AIRES S.A.S
5112,14 marzo,Empleo de Jefe de Produccion y Logistica,"Laboratorio cosmético requiere profesional en Producción y Logística, preferiblementeIngeniero.  Personal seria,..",
5113,14 marzo,Empleo de Agente Call Center - Medellin,Si eres bachiller y las ventas corren por tus venas porque tienes espíritu comercial. American School Way está en la.., AMERICAN SCHOOL WAY
5114,14 marzo,Empleo de Desarrollador  - Android,"Requisitos: Empresa reconocida en el sector de Software Móvil, requiere incorporar en su equipo de trabajo un..", Activity Technology
5115,14 marzo,Empleo de Supervisor De Producción - Químico Farmacéutico,"Reconocida empresa del sector salud, requiere para su equipo de trabajo Profesional Químico Farmacéutico, con..",
5116,14 marzo,Empleo de Director Administrativo y Contable,Contribuir al desarrollo balanceado de la Organización por medio de la gestión adecuada de los recursos.., Alternativa de Servicios
5117,14 marzo,Empleo de Auxiliar de bodega tienda centro comercial  - Horarios centro comercial ,-Recepcion de mercancia - Organizar mercancía en el punto de venta - Estar supervisando y al pendiente de la puerta de.., DISTRIBUIDORA MATEC S.A.S
5118,14 marzo,Empleo de Secretaria con énfasis en ventas - experiencia mínima 1 año ,"Importante floristeríaubicada en san juan con la 70 ,requiere para su equipo de trabajo secretarias conexperiencia en..", GESTION Y COMPROMISO
5119,14 marzo,Empleo de Administrador de empresas,"Importante empresa dedicada a la comercialización de equipos deAudio y Video, requiere para conformar su equipo de..", ASIGNAR S.A.S
5120,14 marzo,Empleo de Asesor Comercial Canal Ventas al por Mayor  - Zona Eje Cafetero Manizales Pereira,Atender las zonas asignadas a través de la atención y consecución de nuevos clientes y crecimiento de los.., SARAI CLOTHING S.A.
5121,14 marzo,Empleo de urgente vendedor tat preventista o autoventa pase de carro activa - experiencia de 1 año para importante empresa de cigarrillos,"Importante empresa requiere talentos como TU con experiencia como preventa, autoventa, preventa o ventas tienda a..", ACTIVOS S A S
5122,14 marzo,Empleo de montacarguistas experiencia preferible  tipo clamp - con experiencia minima de 1 año,Urgente personal con experiencia minima de 1 año como montacarga - tipo clam IMPORTANTE EMPRESA DE LOGISTICA SOLICITA.., ACTIVOS S A S
5123,14 marzo,Empleo de  vendedor tat preventista o autoventa pase de carro activa - experiencia de 1 año para importante empresa de cigarrillos,"Importante empresa requiere talentos como TU con experiencia como preventa, autoventa, preventa o ventas tienda a..", ACTIVOS S A S
5124,14 marzo,Empleo de Conductor - Pase C2,Reconocida empresa requiere para contratación inmediata conductor con pase c2 y experiencia certificada mínima de dos..,
5125,14 marzo,Empleo de Mensajero - Administrativo,"Empresa en el sector textil requiere para su equipo de trabajo Mensajero.  FUNCIONES:  Entrega de muestras a clientes,..", Industrias Genio SAS
5126,14 marzo,Empleo de Meseros con experiencia - Preferiblemente que residan al sur,"Restaurante tradicional de Sabaneta requiere en su equipo de trabajo personal para desempeñarse como meseros, las..", Contrate SA
5127,14 marzo,Empleo de Técnico Tornero Fresador,"Se requiere Técnico Mecánico industrial para el cargo de operador de maquinas herramientas, específicamente torno y..",
5128,14 marzo,Empleo de Auxiliar De Mantenimiento Locativo - Con Curso De Alturas,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia en el cargo.., Jiro S.A.
5129,14 marzo,Empleo de Ejecutivo Comercial O Vendedor Institucional - Con Técnica O Tecnología En Áreas Comerciales O Administrativas,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 5 Años De Experiencia Como Ejecutivo.., Jiro S.A.
5130,14 marzo,Empleo de Ingeniero De Proyectos - Y Con Estudios Como Ingeniero Electricista  ,Tenemos Una Gran Oferta Para Ti Importante empresa requiere ingeniero de proyectos con los siguientes requisitos:.., Jiro S.A.
5131,14 marzo,Empleo de Analista DBA - Ingeniero De Sistemas Informático O A Fines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 2 Años De Experiencia Como Analista.., Jiro S.A.
5132,14 marzo,Empleo de Auditor Interno - Con Estudios Profesionales En Contaduría Costos O Administración,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Bachiller Con 1 Año De Experiencia.., Jiro S.A.
5133,14 marzo,Empleo de Desarrollador De Software - Tecnologo O Profesional En Desarrollo Web,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 2 Años De Experiencia Como.., Jiro S.A.
5134,14 marzo,Empleo de Asesor De Diseño Con Técnica O Tecnología En Diseño Industrial - Para Laborar En El Sector De La Ceja,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 1 Año De Experiencia Como Asesor De.., Jiro S.A.
5135,14 marzo,Empleo de Analista De Infraestructura - Tecnologo O Estudiante De Ultimo Semestre En Ingeniería De Sistemas,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 1 Año De Experiencia Como Analista.., Jiro S.A.
5136,14 marzo,Empleo de Auxiliar De Cartera - Técnico O Tecnologo Contable O Administrativo,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar De Cartera Con.., Jiro S.A.
5137,14 marzo,Empleo de Auxiliar Logístico - Con Técnica O Tecnología En Áreas A Fines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 2 Años De Experiencia en el cargo de.., Jiro S.A.
5138,14 marzo,Empleo de Coordinador De Servicios - Tecnologo Administrativo O Áreas A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Coordinador De Servicios,..", Jiro S.A.
5139,14 marzo,Empleo de Conductor  - Con Experiencia También En El Área De Bodega,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Conductor, Con..", Jiro S.A.
5140,14 marzo,Empleo de Ejecutivo Comercial  - Con 1 Año De Experiencia En Cargos Comerciales O A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Ejecutivo Comercial, Con..", Jiro S.A.
5141,14 marzo,Empleo de Operarias De Confección  - Con Experiencia En Manejo De Maquina Plana Recubridora y Fileteadora,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Operarias De Confección,..", Jiro S.A.
5142,14 marzo,Empleo de Patronista De Confección  - Con 1 Año De Experiencia En El Área ,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Patronista De Confección,..", Jiro S.A.
5143,14 marzo,Empleo de Coordinador De Operaciones - Tecnologo O Profesional En Áreas Administrativas O A Fines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Coordinador De.., Jiro S.A.
5144,14 marzo,Empleo de Jefe De Producción  - Con Ingeniería Industrial Culminada,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Jefe De Producción, Con 1..", Jiro S.A.
5145,14 marzo,Empleo de Diseñador Gráfico  - Con Experiencia En Diseño Y Creación en imágenes y Sublimación ,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Diseñador Gráfico, Con..", Jiro S.A.
5146,14 marzo,Empleo de Analista De Infraestructura - Tecnologo Graduado O Estudiante De Ultimo Semestre De Sistemas O A Fines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Analista De.., Jiro S.A.
5147,14 marzo,Empleo de Director Comercial - Profesional En Mercadeo Y Ventas O A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Director Comercial, Con 1..", Jiro S.A.
5148,14 marzo,Empleo de Cajera Supernumeraria  - Con Técnica O Tecnología En Ventas O Áreas Administrativas ,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Cajera Supernumeraria,..", Jiro S.A.
5149,14 marzo,Empleo de Supervisor De Impresos - Técnico O Tecnologo En Artes Gráficas o a fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Supervisor De Impresos,..", Jiro S.A.
5150,14 marzo,Empleo de Diseñador Montajista De Preprensa - Con 5 Años De Experiencia,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Diseñador Montajista De.., Jiro S.A.
5151,14 marzo,Empleo de Practicantes De Contabilidad O Finanzas - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De.., Jiro S.A.
5152,14 marzo,Empleo de Auxiliar Logístico - Con Técnica En Logística O Áreas A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar Logístico, Con 2..", Jiro S.A.
5153,14 marzo,Empleo de Diseñador Gráfico Con Estudios Profesionales Terminados  - Con 2 Años De Experiencia En Moda,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Diseñador Gráfico, Con 2..", Jiro S.A.
5154,14 marzo,Empleo de Asistente De Tesorería  - Profesional En Contaduría Economía O A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asistente De Tesorería,..", Jiro S.A.
5155,14 marzo,Empleo de Operarios De Producción  - Con 6 Meses De Experiencia Para Laborar En El Sector Sur De La Ciudad,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia Como.., Jiro S.A.
5156,14 marzo,Empleo de Administrador Punto De Venta - Experiencia En Manejo De Personal,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Administrador Punto De.., Jiro S.A.
5157,14 marzo,Empleo de Jefe De Operaciones  - Profesional En Ingeniería Industrial,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Jefe De Operaciones, Con..", Jiro S.A.
5158,14 marzo,Empleo de Coordinador De Mantenimiento y Aseo - Con Estudios Tecnológicos,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Coordinador De.., Jiro S.A.
5159,14 marzo,Empleo de Conductor Logístico  - 3 Años De Experiencia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Conductor Logístico, Con..", Jiro S.A.
5160,14 marzo,Empleo de Servicios Generales - Con Experiencia En Aseo En Alturas,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia en el cargo.., Jiro S.A.
5161,14 marzo,Empleo de Practicantes De Producción  - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De.., Jiro S.A.
5162,14 marzo,Empleo de Asesor Comercial Externo - Técnico O Tecnologo En Áreas A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asesor Comercial Externo,..", Jiro S.A.
5163,14 marzo,Empleo de Servicios Generales - Con 6 Meses De Experiencia,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia en el cargo.., Jiro S.A.
5164,14 marzo,Empleo de Asesores Comerciales Externos - Con Moto,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asesores Comerciales.., Jiro S.A.
5165,14 marzo,Empleo de Asistente  De Tesoreria - Profesional En Contaduría O A Fines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de AsistenteDe Tesorería Con.., Jiro S.A.
5166,14 marzo,Empleo de Oficios Varios - Con 1 Año De Experiencia,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 1 Año De Experiencia en el cargo de.., Jiro S.A.
5167,14 marzo,Empleo de Meseros  - Para Laborar Por Evento,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia como Meseros,..", Jiro S.A.
5168,14 marzo,Empleo de Ejecutivo Comercial Para Ofrecer Portafolio De Servicios - Con Técnica O Tecnología En Áreas Comerciales O Administrativas,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 5 Años De Experiencia Como Ejecutivo.., Jiro S.A.
5169,14 marzo,Empleo de Coordinador De Procesos - Profesional Administrativo O Ingeniero Industrial Contabilidad  y Economia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Coordinador De Procesos,..", Jiro S.A.
5170,14 marzo,Empleo de Atención Al Cliente En Mesa Y Bar - Para Laborar Por Eventos,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia como Atención.., Jiro S.A.
5171,14 marzo,Empleo de Analista De Talento Humano - Técnico O Tecnologo En Áreas A fines ,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Analista De Talento.., Jiro S.A.
5172,14 marzo,Empleo de Técnico En Mesa Y Bar - Para Laborar Por Eventos,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 Meses De Experiencia como Técnico.., Jiro S.A.
5173,14 marzo,Empleo de Operarias Manuales De Confección  - Con Experiencia Puliendo Y Realizando Otros Trabajos Manuales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Operarias Manuales De.., Jiro S.A.
5174,14 marzo,Empleo de Practicantes De Gestión Humana - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De Gestión.., Jiro S.A.
5175,14 marzo,Empleo de Jefe De Transporte - Profesional En Ingeniería Industrial,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Jefe De Operaciones, Con..", Jiro S.A.
5176,14 marzo,Empleo de Practicantes De Gestión Documental - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De Gestión.., Jiro S.A.
5177,14 marzo,Empleo de Técnico En Logística  - Con 1 Año De Experiencia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Técnico En Logística ,..", Jiro S.A.
5178,14 marzo,Empleo de Auxiliar De Mantenimiento - Con Conocimientos En Carpintería Y Pintura,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar De.., Jiro S.A.
5179,14 marzo,Empleo de Conductor Logístico  - 3 Años De Experiencia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Conductor Logístico, Con..", Jiro S.A.
5180,14 marzo,Empleo de Practicantes De Administrativo  - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De.., Jiro S.A.
5181,14 marzo,Empleo de Asesores Comerciales Externos  - Con Moto Para Vender El Portafolio De Servicios,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asesores Comerciales.., Jiro S.A.
5182,14 marzo,Empleo de Auxiliares De Cocina Por Evento - Indispensable Técnica En Cocina,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 6 meses De Experiencia Como Auxiliar.., Jiro S.A.
5183,14 marzo,Empleo de Mensajero Con 1 Año De Experiencia - Y Con Moto,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Bachiller Con 1 Año De Experiencia Como.., Jiro S.A.
5184,14 marzo,Empleo de Auxiliares De Cocina Por Evento - Con 6 Meses De Experiencia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Bachiller, Con 6 meses De Experiencia..", Jiro S.A.
5185,14 marzo,Empleo de Analista De Talento Humano - Técnico O Tecnologo En Gestión Humana,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Analista De Talento.., Jiro S.A.
5186,14 marzo,Empleo de Auxiliar De Mantenimiento - Con 1 Año De Experiencia En El Área ,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar De.., Jiro S.A.
5187,14 marzo,Empleo de Analista De Calidad - Tecnologo En Áreas A fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Analista De Calidad, con..", Jiro S.A.
5188,14 marzo,Empleo de Técnico De Taller - Con Técnica O Tecnología En Mecánica Automotriz,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Técnico De Taller, con 1..", Jiro S.A.
5189,14 marzo,Empleo de Auxiliar De Mantenimiento - Tecnico O Tecnologo En Áreas Afines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar De.., Jiro S.A.
5190,14 marzo,Empleo de Practicantes De Compras - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De Compras.., Jiro S.A.
5191,14 marzo,Empleo de Auxiliares De Bodega - Con 2 Años De Experiencia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliares De Bodega, con..", Jiro S.A.
5192,14 marzo,Empleo de Operarios De Producción - Con 6 Meses De Experiencia Para El Sur,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Operarios De Producción ,..", Jiro S.A.
5193,14 marzo,Empleo de Auxiliar De Mantenimiento - Preventivo Y Correctivo,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Preventivo Y Correctivo,..", Jiro S.A.
5194,14 marzo,Empleo de Coordinador  - Conocimientos En Reporte De Nomina Y Manejo De Personal,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Coordinador, Con 2 Años..", Jiro S.A.
5195,14 marzo,Empleo de Practicantes De Atención A La Primera Infancia - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De Atención.., Jiro S.A.
5196,14 marzo,Empleo de Operarios De Producción  - Que Vivan En El Norte De La Ciudad,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Operarios De Producción ,..", Jiro S.A.
5197,14 marzo,Empleo de Desarrollador De Software - Con Manejo De Angular Java Scrit Y SQL Server,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 2 Años De Experiencia Como.., Jiro S.A.
5198,14 marzo,Empleo de Coordinador Con Tecnología En Áreas Administrativa -  Con Experiencia En Manejo De Personal Y Reporte Y Procesamiento De Nomina,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Coordinador, Con 1 Año De..", Jiro S.A.
5199,14 marzo,Empleo de Auxiliares Contables - Con 1 Año De Experiencia En El Cargo,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliares Contables, Con..", Jiro S.A.
5200,14 marzo,Empleo de Asistente Comercial De Compras - Con 1 Año De Experiencia En El Cargo,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asistente Comercial De.., Jiro S.A.
5201,14 marzo,Empleo de Auxiliares Logística Y Mensajería - Con 1 Año De Experiencia En El Cargo,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliares Logística Y.., Jiro S.A.
5202,14 marzo,Empleo de Ejecutivo Comercial Con Tecnología En El Área - Con 1 Año De Experiencia En Cargos Comerciales ,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Ejecutivo Comercial, Con..", Jiro S.A.
5203,14 marzo,Empleo de Practicantes De Mantenimiento - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De.., Jiro S.A.
5204,14 marzo,Empleo de Cortadores De Confección - Con 6 Meses De Experiencia,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Cortadores De Confección,..", Jiro S.A.
5205,14 marzo,Empleo de Auxiliares Contables - Con Técnica En Áreas A Fines ,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliares Contables, Con..", Jiro S.A.
5206,14 marzo,Empleo de Practicantes De Gestión Documental - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De Gestión.., Jiro S.A.
5207,14 marzo,Empleo de Practicantes De Mercadeo O Ventas - Disponibles Para Realizar Practicas Empresariales,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Practicantes De Mercadeo.., Jiro S.A.
5208,14 marzo,Empleo de Mensajero  - Con Moto,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Bachiller Con 1 Año De Experiencia Como.., Jiro S.A.
5209,14 marzo,Empleo de Auxiliar De Corte Confección - Con 6 Meses De Experiencia ,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar De Corte.., Jiro S.A.
5210,14 marzo,Empleo de Auxiliares Administrativo - Conocimientos En Contabilidad O Cartera,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliares.., Jiro S.A.
5211,14 marzo,Empleo de Tecnologo En  Logística  - Con Licencia De Moto,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Tecnologo EnLogística ,..", Jiro S.A.
5212,14 marzo,Empleo de Piscinero - Con 1 Año De Experiencia ,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal Con 1 Año De Experiencia en el cargo de.., Jiro S.A.
5213,14 marzo,Empleo de Auxiliar De Terceros - Técnico En Artes Gráficas O A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Auxiliar De Terceros, Con..", Jiro S.A.
5214,14 marzo,Empleo de Asesoras Comerciales Externas - Con Moto Y Experiencia En Calle,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asesores Comerciales.., Jiro S.A.
5215,14 marzo,Empleo de Asesores Comerciales Externos - Con Moto,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Asesores Comerciales.., Jiro S.A.
5216,14 marzo,Empleo de Jefe De Producción En Empresas De Plasticos - Técnico O Tecnologo En Áreas A Fines,Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Jefe De Producción En.., Jiro S.A.
5217,14 marzo,Empleo de Gestor De Calidad - Técnico O Tecnologo En Carreras A Fines,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Gestor De Calidad, Con 1..", Jiro S.A.
5218,14 marzo,Empleo de Contadores Públicos  - Experiencia En El Sector De Servicios,"Tenemos Una Gran Oferta Para Ti Importante Compañía Esta Requiriendo Personal en el cargo de Contadores Públicos, Con..", Jiro S.A.
5219,14 marzo,Empleo de Junior QA Engineer,"Position Overview: LiveVox is a leading provider of enterprise cloud contact center solutions, managing 6+ billion..",
5220,14 marzo,Empleo de Auxiliar de infraestructura con experiencia de 2 años en obra blanca y acabados - Bachiller con surso de alturas vigente,"Empresa del sector salud requiere para su equipo de trabajo hombre bachiller con experiencia en obra blanca, Drywall,..", LIMA S.A.S.
5221,14 marzo,"Empleo de Practicante de calidad, administración de empresas o ingeniera industrial - Disponible para firmar contrato de aprendizaje",Importante empresa de telecomunicaciones con operación a nivel nacional requiere para su equipo de trabajo estudiante.., LINEA COMUNICACIONES
5222,14 marzo,Empleo de Regente de Farmacia - Director Responsable,Se solicita Regente de Farmacia para ser Director(a) Técnico Responsable de un servicio Farmacéutico Comercial. Debe..,
5223,14 marzo,Empleo de Coordinador nacional de ventas,Empresa dedicada a la fabricación y comercialización de ropa interior y de descanso busca para su equipo de trabajo.., Industrias lely
5224,14 marzo,Empleo de Asesor de Servicio  - Con experiencia en servicio al cliente ,"* Liderar equipos de trabajo, sedes de servicio, administrar los recursos y el personal de las mismas  *Prestar una..",
5225,14 marzo,Empleo de Fisiologo Asesor Comercial,"Asesor técnico comercial Urgente-Fisiólogo Vegetal o de suelos Reconocida empresa del sector agrícola, especializada..", SERVITEMPORE S.A.S
5226,14 marzo,Empleo de Personal de oficios generales - Certificado de Aseo Hospitalario.,"1. Asear las oficinas, consultorios y áreas asignadas, antes del ingreso de los funcionarios y velar que se mantengan..",
